id,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,ping
242,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.341
243,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.983
244,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.383
245,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.384
246,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.54
247,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.136
248,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.99
249,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.836
250,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.099
251,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.73
252,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.243
253,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.375
254,4.279,4.675,11.32,3.341,,,,,,,,,,,,,11.51
255,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.252
256,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.608
257,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.856
258,4.279,4.675,11.32,3.341,,,,,,,,,,,,,31.221
259,4.279,4.675,11.32,3.341,,,,,,,,,,,,,1.432
260,4.279,4.675,11.32,3.341,,,,,,,,,,,,,0.743
261,4.279,4.675,11.32,3.341,,,,,,,,,,,,,0.659
262,4.279,4.675,11.32,3.341,,,,,,,,,,,,,0.647
263,4.279,4.675,11.32,3.341,,,,,,,,,,,,,2.017
264,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.208
265,4.279,4.675,11.32,3.341,,,,,,,,,,,,,10.554
266,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.357
267,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.108
268,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.31
269,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.065
270,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.427
271,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.682
272,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.011
273,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.275
274,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.388
275,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.957
276,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.157
277,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.164
278,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.419
279,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.467
280,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.85
281,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.673
282,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.513
283,4.279,4.675,11.32,3.341,,,,,,,,,,,,,10.959
284,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.815
285,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.839
286,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.536
287,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.211
288,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.662
289,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.932
290,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.676
291,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.535
292,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.79
293,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.232
294,4.279,4.675,11.32,3.341,,,,,,,,,,,,,10.937
295,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.234
296,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.062
297,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.365
298,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.618
299,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.327
300,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.143
301,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.831
302,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.892
303,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.089
304,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.528
305,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.829
306,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.234
307,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.101
308,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.148
309,4.279,4.675,11.32,3.341,,,,,,,,,,,,,10.865
310,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.393
311,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.124
312,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.296
313,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.883
314,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.855
315,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.123
316,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.939
317,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.362
318,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.247
319,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.354
320,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.136
321,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.054
322,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.685
323,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.329
324,4.279,4.675,11.32,3.341,,,,,,,,,,,,,20.814
325,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.624
334,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.217
335,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.639
336,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.936
337,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.182
338,4.279,4.675,11.32,3.341,,,,,,,,,,,,,32.088
339,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.487
340,4.279,4.675,11.32,3.341,,,,,,,,,,,,,1.302
341,4.279,4.675,11.32,3.341,,,,,,,,,,,,,0.88
342,4.279,4.675,11.32,3.341,,,,,,,,,,,,,0.767
343,4.279,4.675,11.32,3.341,,,,,,,,,,,,,0.697
344,4.279,4.675,11.32,3.341,,,,,,,,,,,,,1.984
345,4.279,4.675,11.32,3.341,,,,,,,,,,,,,9.267
346,4.279,4.675,11.32,3.341,,,,,,,,,,,,,9.986
347,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.45
348,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.471
349,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.086
353,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.657
354,4.279,4.675,11.32,3.341,,,,,,,,,,,,,9.465
355,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.518
356,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.254
357,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.985
358,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.925
359,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.33
360,4.279,4.675,11.32,3.341,,,,,,,,,,,,,9.937
361,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.145
362,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.471
363,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.994
364,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.629
365,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.554
366,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.596
367,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.302
368,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.193
369,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.038
370,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.711
371,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.816
372,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.585
373,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.251
374,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.351
375,4.279,4.675,11.32,3.341,,,,,,,,,,,,,9.463
376,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.105
377,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.382
378,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.747
379,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.174
380,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.106
381,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.506
382,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.107
383,4.279,4.675,11.32,3.341,,,,,,,,,,,,,9.736
384,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.939
385,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.918
386,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.105
387,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.132
388,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.371
389,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.979
390,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.409
391,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.422
392,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.155
393,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.717
394,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.844
395,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.674
396,4.279,4.675,11.32,3.341,,,,,,,,,,,,,8.444
397,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.617
398,4.279,4.675,11.32,3.341,,,,,,,,,,,,,9.773
399,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.576
400,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.191
401,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.124
402,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.53
403,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.818
404,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.724
405,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.54
406,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.184
407,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.204
408,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.43
409,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.962
410,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.158
411,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.881
412,4.279,4.675,11.32,3.341,,,,,,,,,,,,,12.033
413,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.51
414,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.748
415,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.16
416,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.17
417,4.279,4.675,11.32,3.341,,,,,,,,,,,,,31.96
418,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.609
419,4.279,4.675,11.32,3.341,,,,,,,,,,,,,1.668
420,4.279,4.675,11.32,3.341,,,,,,,,,,,,,1.139
421,4.279,4.675,11.32,3.341,,,,,,,,,,,,,0.848
422,4.279,4.675,11.32,3.341,,,,,,,,,,,,,1.04
423,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.934
424,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.466
425,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.527
426,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.921
427,4.279,4.675,11.32,3.341,,,,,,,,,,,,,11.155
428,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.259
429,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.199
430,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.091
431,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.773
432,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.84
433,4.279,4.675,11.32,3.341,,,,,,,,,,,,,9.778
434,4.279,4.675,11.32,3.341,,,,,,,,,,,,,4.549
435,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.663
436,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.982
437,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.48
438,4.279,4.675,11.32,3.341,,,,,,,,,,,,,6.941
439,4.279,4.675,11.32,3.341,,,,,,,,,,,,,7.242
440,4.279,4.675,11.32,3.341,,,,,,,,,,,,,10.343
441,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.209
442,4.279,4.675,11.32,3.341,,,,,,,,,,,,,5.314
