id,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,ping
3376,4.279,4.676,11.32,3.339,,,,,,,,,,,,,4.464
3377,4.279,4.676,11.32,3.339,,,,,,,,,,,,,7.033
3378,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.434
3379,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.732
3380,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.178
3381,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.989
3382,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.124
3383,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.275
3384,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.862
3385,4.279,4.676,11.32,3.339,,,,,,,,,,,,,22.204
3386,4.279,4.676,11.32,3.339,,,,,,,,,,,,,17.908
3387,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.781
3388,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.889
3389,4.279,4.676,11.32,3.339,,,,,,,,,,,,,22.033
3390,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.663
3391,4.279,4.676,11.32,3.339,,,,,,,,,,,,,17.629
3392,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.6
3393,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.173
3394,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.965
3398,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.328
3400,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.086
3401,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.952
3402,4.279,4.676,11.32,3.339,,,,,,,,,,,,,32.551
3403,4.279,4.676,11.32,3.34,,,,,,,,,,,,,8.072
3404,4.279,4.676,11.32,3.34,,,,,,,,,,,,,34.251
3405,4.279,4.676,11.32,3.34,,,,,,,,,,,,,4.258
3406,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.825
3407,4.279,4.676,11.32,3.34,,,,,,,,,,,,,25.677
3408,4.279,4.676,11.32,3.34,,,,,,,,,,,,,14.553
3409,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.975
3410,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.74
3411,4.279,4.676,11.32,3.34,,,,,,,,,,,,,25.107
3412,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.51
3413,4.279,4.676,11.32,3.34,,,,,,,,,,,,,14.137
3414,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.621
3415,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.817
3416,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.986
3417,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.954
3418,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.969
3419,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.965
3420,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.238
3421,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.839
3422,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.82
3423,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.807
3424,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.193
3427,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.139
3428,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.385
3431,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.706
3432,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.013
3434,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.281
3435,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.16
3436,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.483
3437,4.279,4.676,11.32,3.339,,,,,,,,,,,,,41.912
3438,4.279,4.676,11.32,3.339,,,,,,,,,,,,,4.888
3439,4.279,4.676,11.32,3.339,,,,,,,,,,,,,13.559
3440,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.766
3441,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.067
3442,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.143
3443,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.679
3444,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.794
3445,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.142
3446,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.99
3447,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.354
3448,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.894
3449,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.144
3452,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.146
3453,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.965
3456,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.989
3457,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.318
3458,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.936
3460,4.279,4.676,11.32,3.34,,,,,,,,,,,,,17.85
3461,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.048
3462,4.279,4.676,11.32,3.339,,,,,,,,,,,,,28.943
3463,4.279,4.676,11.32,3.339,,,,,,,,,,,,,11.158
3464,4.279,4.676,11.32,3.339,,,,,,,,,,,,,22.127
3465,4.279,4.676,11.32,3.339,,,,,,,,,,,,,35.079
3466,4.279,4.676,11.32,3.339,,,,,,,,,,,,,16.569
3467,4.279,4.676,11.32,3.34,,,,,,,,,,,,,9.226
3468,4.279,4.676,11.32,3.339,,,,,,,,,,,,,16.927
3472,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.014
3473,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.175
3474,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.724
3475,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.96
3477,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.737
3478,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.227
3479,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.831
3480,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.087
3481,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.195
3482,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.985
3483,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.99
3484,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.938
3485,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.33
3486,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.409
3487,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.425
3488,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.983
3489,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.136
3490,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.15
3492,4.279,4.676,11.32,3.339,,,,,,,,,,,,,9.679
3493,4.279,4.676,11.32,3.339,,,,,,,,,,,,,24.126
3494,4.279,4.676,11.32,3.339,,,,,,,,,,,,,15.837
3495,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.762
3496,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.261
3497,4.279,4.676,11.32,3.339,,,,,,,,,,,,,24.331
3498,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.724
3499,4.279,4.676,11.32,3.339,,,,,,,,,,,,,15.879
3500,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.253
3501,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.202
3502,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.167
3503,4.279,4.676,11.32,3.339,,,,,,,,,,,,,22.039
3506,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.002
3507,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.385
3508,4.279,4.675,11.32,3.339,,,,,,,,,,,,,22.911
3509,4.279,4.675,11.32,3.339,,,,,,,,,,,,,16.608
3510,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.211
3513,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.32
3514,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.562
3515,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.981
3516,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.214
3518,4.279,4.676,11.32,3.339,,,,,,,,,,,,,14.901
3519,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.119
3520,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.814
3521,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.228
3522,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.041
3523,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.752
3524,4.279,4.676,11.32,3.339,,,,,,,,,,,,,17.112
3525,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.971
3526,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.229
3527,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.728
3528,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.667
3529,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.442
3531,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.993
3532,4.279,4.676,11.32,3.339,,,,,,,,,,,,,40.186
3533,4.279,4.676,11.32,3.339,,,,,,,,,,,,,4.084
3534,4.279,4.676,11.32,3.339,,,,,,,,,,,,,15.198
3535,4.279,4.675,11.32,3.339,,,,,,,,,,,,,20.151
3536,4.279,4.675,11.32,3.34,,,,,,,,,,,,,19.26
3538,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.974
3539,4.279,4.675,11.32,3.339,,,,,,,,,,,,,21.772
3540,4.279,4.675,11.32,3.339,,,,,,,,,,,,,28.084
3541,4.279,4.676,11.32,3.339,,,,,,,,,,,,,10.136
3542,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.871
3543,4.279,4.676,11.32,3.339,,,,,,,,,,,,,25.641
3544,4.279,4.676,11.32,3.339,,,,,,,,,,,,,14.304
3545,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.215
3546,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.06
3547,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.196
3548,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.644
3549,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.655
3553,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.704
3554,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.989
3555,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.489
3556,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.577
3557,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.858
3558,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.048
3559,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.653
3560,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.979
3561,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.464
3562,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.374
3563,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.124
3564,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.384
3565,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.951
3566,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.013
3567,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.333
3568,4.279,4.676,11.32,3.34,,,,,,,,,,,,,34.441
3569,4.279,4.676,11.32,3.34,,,,,,,,,,,,,4.338
3570,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.005
3571,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.951
3572,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.036
3573,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.918
3574,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.962
3575,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.97
3576,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.899
3577,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.273
3578,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.992
3579,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.967
3580,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.171
3581,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.678
3582,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.499
3583,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.53
3584,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.232
3585,4.279,4.676,11.32,3.339,,,,,,,,,,,,,23.522
3586,4.279,4.676,11.32,3.34,,,,,,,,,,,,,17.714
3587,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.679
3591,4.279,4.676,11.32,3.34,,,,,,,,,,,,,11.239
3592,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.965
3593,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.518
3594,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.71
3595,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.912
3600,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.308
3601,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.717
3602,4.279,4.676,11.32,3.339,,,,,,,,,,,,,37.705
3603,4.279,4.676,11.32,3.34,,,,,,,,,,,,,4.665
3604,4.279,4.676,11.32,3.34,,,,,,,,,,,,,17.787
3605,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.97
3606,4.279,4.676,11.32,3.339,,,,,,,,,,,,,43.268
3607,4.279,4.676,11.32,3.34,,,,,,,,,,,,,11.55
3608,4.279,4.676,11.32,3.34,,,,,,,,,,,,,5.84
3609,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.362
3611,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.01
3612,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.938
3613,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.256
3614,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.913
3615,4.279,4.676,11.32,3.34,,,,,,,,,,,,,24.332
3616,4.279,4.676,11.32,3.34,,,,,,,,,,,,,17.353
3617,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.131
3619,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.695
3620,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.988
3621,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.063
3622,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.039
3623,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.807
3624,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.541
3625,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.394
3626,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.253
3627,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.921
3628,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.983
3629,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.967
3630,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.953
3631,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.246
3632,4.279,4.676,11.32,3.34,,,,,,,,,,,,,41.989
3634,4.279,4.676,11.32,3.34,,,,,,,,,,,,,13.708
3635,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.955
3636,4.279,4.676,11.32,3.34,,,,,,,,,,,,,31.186
3638,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.716
3639,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.251
3640,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.705
3641,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.963
3642,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.011
3643,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.205
3644,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.001
3645,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.919
3646,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.117
3647,4.279,4.676,11.32,3.34,,,,,,,,,,,,,24.436
3648,4.279,4.676,11.32,3.34,,,,,,,,,,,,,15.345
3649,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.373
3650,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.201
3651,4.279,4.676,11.32,3.34,,,,,,,,,,,,,17.584
3652,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.182
3653,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.787
3654,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.738
3655,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.262
3656,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.888
3657,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.996
3658,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.193
3659,4.279,4.676,11.32,3.34,,,,,,,,,,,,,49.059
3660,4.279,4.676,11.32,3.34,,,,,,,,,,,,,3.942
3661,4.279,4.676,11.32,3.34,,,,,,,,,,,,,7.062
3662,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.825
3665,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.68
3666,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.52
3667,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.939
3668,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.715
3669,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.703
3670,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.209
3671,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.934
3672,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.467
3673,4.279,4.676,11.32,3.34,,,,,,,,,,,,,23.484
3674,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.822
3675,4.279,4.676,11.32,3.34,,,,,,,,,,,,,15.412
3676,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.28
3677,4.279,4.675,11.32,3.34,,,,,,,,,,,,,19.903
3678,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.657
3679,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.498
3680,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.526
3681,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.963
3682,4.279,4.676,11.32,3.34,,,,,,,,,,,,,26.9
3683,4.279,4.676,11.32,3.34,,,,,,,,,,,,,31.638
3686,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.875
3687,4.279,4.676,11.32,3.34,,,,,,,,,,,,,17.623
3688,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.139
3689,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.215
3690,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.974
3691,4.279,4.676,11.32,3.34,,,,,,,,,,,,,33.836
3692,4.279,4.676,11.32,3.34,,,,,,,,,,,,,7.064
3693,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.996
3694,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.901
3695,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.624
3696,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.38
3697,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.224
3698,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.985
3699,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.045
3700,4.279,4.675,11.32,3.34,,,,,,,,,,,,,18.939
3701,4.279,4.676,11.32,3.34,,,,,,,,,,,,,23.053
3702,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.941
3703,4.279,4.676,11.32,3.34,,,,,,,,,,,,,17.895
3704,4.279,4.676,11.32,3.34,,,,,,,,,,,,,23.591
3705,4.279,4.676,11.32,3.34,,,,,,,,,,,,,16.615
3706,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.691
3708,4.279,4.675,11.32,3.339,,,,,,,,,,,,,19.862
3709,4.279,4.675,11.32,3.339,,,,,,,,,,,,,19.906
3710,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.897
3711,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.06
3712,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.07
3713,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.892
3714,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.971
3715,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.459
3716,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.965
3717,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.973
3718,4.279,4.676,11.32,3.34,,,,,,,,,,,,,45.969
3719,4.279,4.676,11.32,3.34,,,,,,,,,,,,,4.171
3720,4.279,4.676,11.32,3.339,,,,,,,,,,,,,9.732
3721,4.279,4.676,11.32,3.34,,,,,,,,,,,,,22.586
3723,4.279,4.676,11.32,3.34,,,,,,,,,,,,,14.301
3724,4.279,4.676,11.32,3.339,,,,,,,,,,,,,16.908
3725,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.042
3726,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.894
3727,4.279,4.675,11.32,3.34,,,,,,,,,,,,,20.285
3728,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.589
3729,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.289
3731,4.279,4.676,11.32,3.34,,,,,,,,,,,,,23.24
3732,4.279,4.676,11.32,3.34,,,,,,,,,,,,,18.013
3733,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.08
3734,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.818
3735,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.986
3736,4.279,4.676,11.32,3.339,,,,,,,,,,,,,22.27
3737,4.279,4.676,11.32,3.339,,,,,,,,,,,,,17.652
3738,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.266
3739,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.929
3740,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.976
3741,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.948
3742,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.972
3743,4.279,4.675,11.32,3.339,,,,,,,,,,,,,19.986
3744,4.279,4.675,11.32,3.339,,,,,,,,,,,,,19.937
3745,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.181
3746,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.221
3747,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.277
3749,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.136
3750,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.004
3751,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.808
3752,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.204
3753,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.978
3754,4.279,4.676,11.32,3.339,,,,,,,,,,,,,34.801
3755,4.279,4.676,11.32,3.34,,,,,,,,,,,,,4.059
3756,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.968
3757,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.189
3758,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.225
3759,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.56
3760,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.137
3761,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.14
3762,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.245
3763,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.385
3764,4.279,4.676,11.32,3.34,,,,,,,,,,,,,21.936
3765,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.447
3766,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.93
3767,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.962
3768,4.279,4.676,11.32,3.34,,,,,,,,,,,,,24.98
3769,4.279,4.676,11.32,3.34,,,,,,,,,,,,,14.888
3770,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.042
3771,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.214
3772,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.005
3773,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.866
3774,4.279,4.676,11.32,3.339,,,,,,,,,,,,,22.6
3775,4.279,4.676,11.32,3.339,,,,,,,,,,,,,17.411
3776,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.746
3777,4.279,4.675,11.32,3.34,,,,,,,,,,,,,19.187
3778,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.518
3779,4.279,4.676,11.32,3.339,,,,,,,,,,,,,18.666
3780,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.152
3783,4.279,4.676,11.32,3.339,,,,,,,,,,,,,22.078
3784,4.279,4.676,11.32,3.339,,,,,,,,,,,,,24.312
3785,4.279,4.676,11.32,3.339,,,,,,,,,,,,,73.186
3786,4.279,4.676,11.32,3.339,,,,,,,,,,,,,4.073
3787,4.279,4.676,11.32,3.339,,,,,,,,,,,,,1.393
3788,4.279,4.676,11.32,3.339,,,,,,,,,,,,,0.827
3789,4.279,4.676,11.32,3.339,,,,,,,,,,,,,14.492
3790,4.279,4.676,11.32,3.339,,,,,,,,,,,,,26.642
3791,4.279,4.676,11.32,3.339,,,,,,,,,,,,,15.949
3792,4.279,4.676,11.32,3.339,,,,,,,,,,,,,30.689
3793,4.279,4.676,11.32,3.339,,,,,,,,,,,,,15.432
3794,4.279,4.676,11.32,3.34,,,,,,,,,,,,,15.067
3795,4.279,4.676,11.32,3.339,,,,,,,,,,,,,29.656
3796,4.279,4.676,11.32,3.339,,,,,,,,,,,,,8.607
3797,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.832
3798,4.279,4.676,11.32,3.339,,,,,,,,,,,,,16.196
3799,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.653
3800,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.278
3801,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.659
3802,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.991
3803,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.206
3804,4.279,4.675,11.32,3.339,,,,,,,,,,,,,22.06
3805,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.755
3807,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.881
3808,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.212
3809,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.33
3810,4.279,4.676,11.32,3.339,,,,,,,,,,,,,34.174
3811,4.279,4.676,11.32,3.339,,,,,,,,,,,,,5.597
3812,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.776
3813,4.279,4.676,11.32,3.339,,,,,,,,,,,,,21.318
3814,4.279,4.676,11.32,3.34,,,,,,,,,,,,,19.68
3817,4.279,4.676,11.32,3.339,,,,,,,,,,,,,43.979
3819,4.279,4.676,11.32,3.339,,,,,,,,,,,,,14.142
3820,4.279,4.676,11.32,3.339,,,,,,,,,,,,,17.61
3821,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.079
3822,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.866
3823,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.129
3824,4.279,4.676,11.32,3.339,,,,,,,,,,,,,20.04
3825,4.279,4.676,11.32,3.34,,,,,,,,,,,,,20.512
3826,4.279,4.676,11.32,3.339,,,,,,,,,,,,,19.185
3827,4.279,4.675,11.32,3.339,,,,,,,,,,,,,19.981
